POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl2,OC,CaCO3,N,P,K,CEC,Notes,sample_ID,GPS_LAT,GPS_LONG
32703568,14,0,0,0,4.01,3.54,348.0,1.0,15.1,12.6,244.9,31.9,,22352,54.150278,-6.24
32702890,15,32,50,17,4.71,4.16,62.8,0.0,5.2,45.6,94.0,5.9,,9490,48.207288,-4.234814
32702304,5,25,63,12,5.84,5.45,27.3,2.0,2.1,0.0,431.5,10.9,,5854,43.02673,-2.92983
32702242,7,24,50,26,7.83,7.3,11.0,9.0,1.4,47.8,391.5,15.1,,5729,42.47617,-2.80937
32702016,23,20,41,39,7.89,7.45,32.6,387.0,1.9,0.0,261.9,20.6,,4591,40.46526,-2.39448
32701918,10,29,29,42,8.08,7.42,10.3,13.0,1.1,34.7,420.1,21.1,,4342,39.59106,-2.22549
32701912,19,29,44,27,8.34,7.59,8.3,591.0,1.0,30.2,274.5,18.2,,4346,39.53751,-2.21536
32701894,11,19,18,63,8.07,7.31,4.6,2.0,0.5,33.0,205.1,7.8,,4363,39.37681,-2.18508
32701854,10,29,54,17,8.33,7.7,16.2,322.0,1.4,10.0,685.2,20.9,,4214,39.01951,-2.11852
32701836,8,24,64,12,8.16,7.6,16.5,230.0,1.1,13.0,533.3,25.9,,4208,38.85865,-2.08892
32701660,5,37,48,15,7.96,7.47,10.5,421.0,1.1,20.7,357.1,15.0,,3709,37.28357,-1.80961
32683570,14,10,20,70,4.85,4.35,49.8,0.0,4.3,18.4,163.8,6.7,,22353,54.163611,-6.276944
32682940,5,10,70,20,5.93,5.37,7.0,0.0,1.0,53.4,257.9,4.9,,9497,48.64394,-4.388794
32682930,5,15,51,34,5.25,4.72,29.7,0.0,3.1,64.8,284.7,5.7,,9491,48.555928,-4.363113
32682328,18,18,37,45,5.96,5.56,31.2,0.0,2.2,0.0,32.6,12.0,,5861,43.2366,-3.00156
32682270,29,35,50,15,8.15,7.53,11.5,433.0,1.3,21.5,132.0,21.0,,5880,42.7218,-2.88748
32682264,23,40,41,19,8.01,7.36,35.7,427.0,3.2,0.0,268.1,30.1,,5869,42.66851,-2.87585
32682126,24,18,49,33,8.21,7.54,8.8,540.0,0.9,93.5,137.7,13.1,,4841,41.44178,-2.61539
32681928,7,43,42,15,7.78,7.5,9.4,267.0,1.2,20.1,717.5,26.0,,4643,39.67743,-2.26541
32681896,4,40,46,14,8.29,7.58,13.1,31.0,1.3,10.1,594.5,27.1,,4365,39.39176,-2.21132
32681868,29,20,33,46,7.98,7.55,15.6,360.0,1.5,34.5,278.1,15.9,,4197,39.14171,-2.16451
32662926,4,14,65,20,6.28,5.67,21.8,0.0,2.3,73.9,277.0,6.1,,9485,48.517254,-4.379463
32662242,13,27,38,35,7.78,7.36,28.8,205.0,2.3,57.2,398.0,19.9,,5747,42.47003,-2.85735
32643666,16,24,37,39,6.7,6.21,54.0,5.0,4.4,30.7,922.9,27.5,,22329,54.992222,-6.68
32643626,18,28,26,46,4.63,4.16,64.4,0.0,4.4,21.4,271.0,19.7,,22338,54.643611,-6.534722
32642856,9,24,46,30,6.02,5.44,18.5,1.0,1.9,0.0,65.8,8.2,,10517,47.897506,-4.228831
32642334,7,30,40,31,5.46,4.6,68.4,0.0,4.2,18.7,218.1,11.8,,5874,43.28358,-3.06208
32642320,29,23,48,28,4.33,3.71,55.0,0.0,2.5,11.9,102.7,10.8,,5863,43.15939,-3.03416
32642294,11,40,58,2,4.89,4.42,53.6,1.0,3.6,0.0,117.4,13.7,,5831,42.92865,-2.98268
32642280,14,30,54,16,7.43,7.16,30.8,344.0,1.6,0.0,150.6,24.7,,5867,42.80441,-2.95517
32642006,6,25,54,21,7.88,7.29,11.4,437.0,1.0,0.0,216.7,13.4,,4593,40.36754,-2.44621
32641952,4,22,32,46,8.21,7.54,12.5,247.0,0.7,0.0,139.2,12.1,,4641,39.88568,-2.3525
32641866,26,23,40,37,8.43,7.51,11.4,482.0,1.2,11.6,178.9,20.3,,4101,39.11809,-2.20675
32641844,7,25,60,15,8.08,7.46,10.5,288.0,0.8,19.1,292.4,17.1,,4173,38.92153,-2.17022
32641790,25,24,36,41,8.51,7.73,20.5,421.0,1.0,18.2,205.3,14.3,,4098,38.43885,-2.08182
32622920,19,14,80,7,5.06,4.39,52.3,0.0,3.2,23.5,65.2,6.4,,9466,48.457429,-4.417353
32622254,39,9,25,67,6.13,5.68,7.8,0.0,0.9,50.8,278.1,6.1,,5742,42.57045,-2.9285
32622246,6,20,54,26,5.31,5.04,7.8,1.0,1.0,52.6,133.4,8.0,,5748,42.49941,-2.91302
32622242,7,32,44,24,8.19,7.47,13.5,24.0,1.6,13.4,194.6,23.2,,5746,42.46389,-2.90529
32622236,29,36,40,25,6.52,6.24,10.3,0.0,1.1,35.6,207.1,23.1,,5734,42.41059,-2.89372
32621922,6,37,37,27,8.12,7.55,9.6,44.0,1.2,29.9,835.1,19.9,,4344,39.61511,-2.32407
32621882,8,28,40,32,7.87,7.4,11.3,284.0,1.2,15.8,533.2,21.4,,4358,39.25805,-2.25634
32621858,22,20,39,41,8.21,7.59,11.4,636.0,0.9,16.7,195.8,11.6,,4107,39.04371,-2.21621
32621684,21,13,26,62,8.02,7.5,5.6,25.0,0.7,0.0,91.1,12.1,,3703,37.48735,-1.93565
32603636,23,31,37,33,5.39,5.04,133.8,1.0,9.3,14.8,294.2,33.4,,22335,54.7225,-6.631389
32603626,5,21,16,63,5.86,5.54,58.0,2.0,4.0,70.7,367.9,26.2,,22337,54.635556,-6.595556
32602928,9,17,68,15,6.31,6.01,19.0,0.0,1.7,114.5,528.4,10.5,,9465,48.524331,-4.464553
32602852,21,14,33,53,4.81,4.39,78.5,1.0,5.7,52.4,267.2,12.8,,10518,47.855326,-4.271489
32602304,25,21,34,45,7.12,7.01,94.5,73.0,4.3,16.7,264.2,36.7,,24207,43.01117,-3.05081
32602258,8,20,29,51,8.08,7.36,10.2,238.0,1.1,26.6,279.9,10.3,,5726,42.60286,-2.96032
32602250,3,29,50,21,7.97,7.37,12.3,420.0,1.4,20.5,216.6,15.8,,5749,42.53183,-2.94476
32601944,10,38,25,37,8.24,7.53,9.5,200.0,0.9,19.3,416.9,15.0,,4640,39.80847,-2.38478
32601938,6,22,36,42,8.2,7.42,13.4,420.0,1.2,12.9,223.0,11.7,,4645,39.75493,-2.37447
32601934,18,26,35,39,8.26,7.53,10.4,435.0,1.2,10.4,424.3,18.5,,4644,39.71925,-2.36758
32601908,3,45,40,15,7.58,7.56,9.0,249.0,1.2,18.3,705.4,14.7,,4347,39.48724,-2.32316
32601880,19,18,23,59,8.09,7.52,7.1,257.0,0.9,15.7,250.4,14.9,,4359,39.23728,-2.2758
32583640,8,19,31,50,6.24,5.79,66.4,0.0,4.4,29.6,259.2,22.2,high electrical conductivity,22325,54.753333,-6.676389
32583502,16,19,41,39,5.1,4.55,43.0,0.0,4.3,23.7,159.4,12.5,,12971,53.550278,-6.191944
32583496,5,34,50,16,5.85,5.11,91.7,1.0,7.7,106.6,956.2,29.9,,13041,53.498056,-6.171667
32582252,12,29,43,28,7.55,7.07,17.0,176.0,1.6,31.7,427.6,15.7,,5741,42.5465,-2.97267
32582246,3,31,60,9,8.16,7.57,7.5,460.0,1.0,0.0,246.3,12.2,,5727,42.49322,-2.961
32582102,24,27,32,41,7.93,7.44,7.5,145.0,0.7,10.7,285.6,12.2,,24035,41.21313,-2.68908
32582012,13,9,13,78,8.2,7.59,5.9,311.0,0.5,11.5,122.6,6.0,,24152,40.41173,-2.52673
32581918,15,31,41,29,8.27,7.48,7.7,552.0,0.8,15.0,169.9,12.7,,4345,39.57356,-2.36312
32581868,28,21,43,36,8.33,7.52,26.1,345.0,1.2,30.8,312.9,21.9,,4097,39.12722,-2.27844
32581850,12,27,41,32,7.9,7.37,13.3,619.0,1.2,15.1,173.2,15.5,,4106,38.96646,-2.24837
32581696,32,9,26,66,8.05,7.31,5.6,84.0,0.6,10.1,93.8,9.8,,3701,37.58916,-1.99901
32563608,4,22,25,53,6.34,5.93,112.2,2.0,6.9,21.9,337.4,31.4,,21635,54.470556,-6.591111
32563536,31,23,29,48,7.66,7.12,21.9,17.0,2.0,52.6,56.1,18.9,,12968,53.843056,-6.336667
32562870,8,19,51,29,5.17,4.84,55.0,1.0,5.1,61.6,165.7,7.8,,10650,48.006938,-4.369401
32562340,32,20,63,18,4.77,4.38,46.5,0.0,3.3,11.0,233.3,13.4,,24208,43.32423,-3.17138
32562280,14,35,47,18,8.21,7.57,14.4,353.0,1.3,11.6,249.2,24.9,,5822,42.79195,-3.05159
32562268,9,27,32,40,8.35,7.45,12.2,249.0,1.2,33.8,170.1,18.5,,5868,42.68543,-3.02797
32562052,7,22,44,34,8.28,7.5,10.6,327.0,0.8,0.0,277.5,10.4,,24154,40.76503,-2.62155
32561992,3,26,46,28,8.15,7.41,9.8,207.0,1.0,0.0,439.5,12.3,,4594,40.23052,-2.51455
32561908,17,28,46,27,8.12,7.52,12.6,411.0,1.4,17.3,290.7,21.7,,4348,39.48138,-2.36896
32561830,35,22,40,38,7.54,7.2,21.4,386.0,1.8,17.9,335.9,19.1,,4112,38.78488,-2.23782
32561700,44,8,28,64,8.29,7.45,3.3,3.0,0.7,0.0,0.0,19.6,,3700,37.62214,-2.02761
32543634,16,13,18,69,5.32,4.8,34.7,0.0,3.1,28.5,61.8,8.8,,22336,54.692778,-6.715278
32542338,20,24,55,20,4.12,3.65,49.2,0.0,3.3,15.1,0.0,9.1,,5830,43.30338,-3.19165
32542284,8,34,62,4,6.74,6.38,44.3,2.0,4.3,15.9,197.9,23.4,,5852,42.82419,-3.08371
32542260,7,24,56,19,7.49,7.21,15.5,377.0,1.5,28.7,217.9,14.7,,5740,42.6113,-3.03633
32542242,17,28,57,15,8.06,7.39,12.1,289.0,1.2,21.3,254.6,16.5,,5728,42.4515,-3.00116
32542140,7,10,16,74,8.13,7.45,3.2,12.0,0.4,21.7,128.3,6.1,,24181,41.5451,-2.80659
32542000,19,29,54,18,8.14,7.52,13.9,279.0,1.4,18.8,450.5,28.7,,4595,40.29886,-2.55189
32541924,10,33,44,23,8.36,7.54,10.1,498.0,1.1,28.5,340.0,25.5,,4343,39.62121,-2.41929
32541878,41,16,20,63,7.96,7.5,2.2,355.0,1.3,83.2,317.1,13.7,,4361,39.21067,-2.34088
32523550,36,25,48,27,6.23,5.74,31.2,1.0,3.1,33.5,254.2,15.5,,13132,53.956667,-6.446389
32522296,8,20,48,32,8.3,7.45,8.0,514.0,0.6,0.0,70.3,11.6,,5838,42.92769,-3.13156
32522272,8,23,36,40,8.07,7.55,11.1,242.0,1.3,46.6,206.4,17.5,,5823,42.71469,-3.08396
32522268,7,37,57,6,8.3,7.57,8.2,555.0,0.9,16.2,191.0,15.4,,5855,42.68066,-3.07566
32522262,14,15,61,25,7.01,6.68,102.8,85.0,6.8,0.0,263.5,38.6,,5725,42.62592,-3.06429
32522260,20,38,48,14,8.15,7.44,18.0,290.0,1.7,45.9,226.4,24.3,,5739,42.60819,-3.06038
32522056,33,18,36,46,8.37,7.54,7.7,409.0,0.7,14.4,231.8,10.3,,24153,40.79466,-2.67546
32522016,16,21,39,40,8.3,7.57,13.7,314.0,0.9,17.8,297.5,10.4,,24151,40.43841,-2.60354
32521944,13,28,27,44,7.64,7.21,8.7,273.0,0.9,12.2,247.9,10.3,,4639,39.79665,-2.47683
32521936,20,23,27,50,8.05,7.57,10.3,175.0,1.2,23.9,390.0,16.6,,4636,39.72531,-2.46297
32521900,17,16,20,63,8.04,7.4,10.1,135.0,1.3,23.8,513.8,14.4,,4353,39.40411,-2.40108
32521894,11,23,15,62,7.9,7.23,7.0,82.0,1.0,13.9,313.5,14.6,,4354,39.35056,-2.39085
32521858,45,32,41,27,7.85,7.37,16.6,542.0,1.5,28.1,387.4,19.4,,4103,39.02918,-2.32997
32503632,35,16,20,63,4.74,4.49,34.7,1.0,3.3,117.5,474.4,7.5,,21176,54.667222,-6.768333
32503506,24,22,46,32,6.45,5.61,19.3,1.0,2.2,45.4,79.9,13.9,,12969,53.569167,-6.323611
32502868,14,13,34,52,7.68,7.22,19.3,51.0,1.9,77.2,354.5,13.8,,9461,47.97889,-4.44348
32502318,6,32,57,11,5.53,4.41,55.8,1.0,2.9,0.0,115.8,12.7,,5850,43.11974,-3.20005
32502018,17,22,43,35,8.41,7.61,10.7,431.0,0.9,0.0,179.7,12.2,,24150,40.45321,-2.63038
32501958,18,16,34,50,8.32,7.47,5.7,557.0,0.8,11.5,76.0,8.2,,4627,39.91848,-2.52421
32501950,5,25,36,39,8.12,7.39,12.9,187.0,1.3,17.4,645.6,18.9,,4638,39.84719,-2.51026
32501940,17,30,25,46,7.81,7.35,8.5,108.0,1.0,24.6,475.2,18.6,,4637,39.75801,-2.49288
32501932,16,29,43,28,8.06,7.49,14.3,628.0,1.6,47.0,250.1,19.7,,4635,39.68668,-2.47901
32501904,6,27,39,34,8.42,7.66,1.0,273.0,1.0,19.6,256.7,20.8,,4350,39.43686,-2.43079
32501886,28,18,24,58,7.85,7.41,11.8,276.0,1.1,32.0,234.6,12.4,,4357,39.27623,-2.40008
32501874,13,24,50,26,8.49,7.66,9.6,281.0,1.2,24.5,432.3,22.1,,4360,39.16909,-2.37971
32501860,32,31,44,25,8.53,7.63,6.8,576.0,0.8,0.0,329.8,14.6,,4095,39.0441,-2.35608
32483682,15,17,32,51,5.48,4.93,22.1,1.0,2.5,16.3,107.1,11.9,,22297,55.098056,-6.983611
32482286,5,9,42,49,5.24,4.39,41.9,0.0,1.9,0.0,75.7,5.9,,5856,42.83265,-3.15989
32481972,5,33,51,16,7.71,7.36,29.5,416.0,2.4,39.1,1061.1,24.3,,4604,40.04034,-2.57184
32481900,6,12,10,77,8.17,7.65,4.5,38.0,0.5,12.5,317.9,11.8,,4351,39.39822,-2.44682
32463644,9,12,28,60,5.16,4.59,34.1,1.0,2.8,23.1,79.0,5.6,,22323,54.763056,-6.873056
32463616,24,18,27,55,5.87,5.34,63.5,0.0,4.5,33.0,110.1,17.7,,21630,54.519444,-6.770833
32463576,29,24,45,31,4.85,4.36,72.8,0.0,6.1,57.1,242.9,10.2,,22351,54.171389,-6.627222
32463558,5,25,43,32,4.79,4.49,75.7,0.0,6.5,92.7,658.3,11.9,,13131,54.014167,-6.563333
32463554,8,25,41,34,6.42,6.14,58.2,2.0,5.8,36.6,143.8,22.0,,12771,53.979444,-6.549167
32463454,22,17,41,42,7.31,6.66,60.0,116.0,2.7,14.5,41.5,13.8,,13012,53.1075,-6.206389
32462348,4,22,52,25,4.97,4.08,33.9,1.0,2.2,0.0,78.2,5.3,,5873,43.37928,-3.30921
32462086,28,23,32,45,8.3,7.56,14.6,318.0,1.2,0.0,167.0,17.1,,24163,41.05255,-2.80049
32462078,55,24,49,27,8.14,7.42,26.4,402.0,2.0,0.0,388.5,22.1,many stones,24155,40.98132,-2.786
32462024,38,31,43,26,7.84,7.41,19.8,285.0,2.1,17.2,387.8,34.4,,24147,40.50064,-2.6876
32461996,10,18,43,39,7.51,7.27,11.2,534.0,0.5,10.5,255.8,7.7,,4596,40.25124,-2.63753
32461960,15,29,38,33,8.0,7.57,12.5,469.0,1.4,18.1,393.5,15.8,,4626,39.9304,-2.57387
32461916,21,26,45,29,7.87,7.34,13.3,341.0,1.9,36.6,262.1,24.5,,4349,39.53801,-2.49723
32461888,19,19,21,61,8.16,7.53,10.3,50.0,1.2,15.6,434.1,13.8,,4355,39.28818,-2.44914
32443622,6,23,31,46,4.73,4.56,53.5,0.0,6.0,29.1,135.3,17.7,,21631,54.567778,-6.823056
32442278,5,21,60,19,8.73,7.59,3.6,610.0,0.3,0.0,62.4,12.4,,6206,42.75537,-3.19217
32442260,2,52,44,4,8.08,7.43,24.7,67.0,2.3,49.8,896.9,35.8,,5709,42.59564,-3.15646
32441984,7,4,81,16,7.51,7.36,13.4,420.0,1.2,10.4,388.0,10.1,,4597,40.14132,-2.63927
32441948,5,39,47,14,8.27,7.59,13.3,352.0,1.3,14.6,484.4,18.8,,4630,39.8205,-2.57539
32441900,15,16,10,74,8.58,7.6,1.0,79.0,0.3,10.7,231.1,10.6,,4352,39.3923,-2.49256
32423468,19,8,32,60,4.62,3.52,186.8,1.0,6.3,0.0,158.8,29.1,,13011,53.221667,-6.312222
32422916,6,21,54,25,5.23,4.66,47.0,1.0,4.1,71.3,520.4,9.2,,9467,48.386931,-4.672843
32422330,25,20,44,36,6.21,5.64,30.6,0.0,2.7,71.7,34.2,12.4,,5827,43.21338,-3.32109
32421998,9,34,51,15,7.69,7.63,11.7,419.0,0.8,19.3,327.3,9.5,,4599,40.26302,-2.68736
32421926,8,3,81,16,7.72,7.61,11.4,216.0,1.4,0.0,145.6,7.5,,4336,39.62125,-2.56042
32403676,21,12,46,42,6.52,5.68,28.5,3.0,2.0,47.0,62.7,5.7,,21634,55.028889,-7.083056
32403586,5,29,47,24,4.91,4.38,56.2,0.0,4.8,18.4,90.1,9.2,,22354,54.245833,-6.7525
32402926,11,16,44,39,6.23,5.67,30.2,0.0,2.9,90.4,402.0,12.0,,9468,48.471273,-4.725608
32402336,12,13,17,69,5.93,5.44,64.8,0.0,5.3,155.6,527.4,16.1,,5825,43.26337,-3.35758
32402332,39,29,51,21,5.27,4.69,47.0,0.0,4.1,19.1,139.1,8.7,,5826,43.22789,-3.3494
32402318,35,38,44,17,7.35,7.06,92.6,45.0,7.7,43.7,122.3,41.6,,5848,43.10381,-3.32088
32402314,18,17,57,26,7.87,7.36,29.1,594.0,2.6,57.9,224.0,17.9,,5847,43.06832,-3.31279
32402300,23,22,53,25,7.97,7.33,17.5,559.0,1.0,14.5,154.8,14.1,,5842,42.94398,-3.28445
32402264,11,45,41,14,8.42,7.6,14.3,220.0,1.5,0.0,472.0,24.7,,6202,42.62485,-3.21243
32402254,1,53,43,5,8.26,7.58,14.4,172.0,1.6,15.3,771.3,25.9,,6200,42.53609,-3.19258
32402080,42,20,40,40,8.11,7.49,21.9,664.0,1.3,0.0,133.0,18.0,,24011,40.99003,-2.85972
32402074,19,20,41,39,8.04,7.32,12.8,334.0,1.2,0.0,220.7,12.9,,24012,40.93663,-2.84865
32401984,9,23,43,33,7.85,7.41,13.0,440.0,0.8,0.0,139.6,1.0,,4598,40.1353,-2.68552
32401972,10,2,64,34,7.49,7.3,6.7,158.0,0.7,0.0,193.0,9.3,,4603,40.0284,-2.66421
32401912,5,28,40,32,8.18,7.52,10.1,176.0,1.0,0.0,218.6,24.2,,4341,39.49341,-2.55903
32401886,16,18,21,61,8.17,7.61,8.9,327.0,0.8,31.0,343.3,12.3,,4356,39.26144,-2.5142
32401666,27,13,36,51,7.9,7.21,18.1,221.0,1.4,0.0,136.8,14.1,,3708,37.29487,-2.15187
32401652,19,11,38,52,7.84,7.12,8.6,30.0,0.8,0.0,72.7,12.5,,3712,37.16951,-2.12979
32383644,28,0,0,0,3.85,3.28,207.4,1.0,9.4,19.5,67.2,15.0,,22320,54.746389,-6.994167
32383594,20,23,22,55,7.23,7.09,53.2,38.0,4.9,17.7,95.6,24.7,,21633,54.311389,-6.811111
32383540,48,16,23,61,7.56,7.08,31.0,118.0,2.7,10.0,69.3,16.9,many stones,12953,53.837222,-6.615833
32383536,37,28,36,36,6.01,5.65,69.8,0.0,6.9,170.3,2296.2,25.0,,12952,53.806389,-6.605
32383518,7,34,38,28,6.44,6.02,26.2,2.0,2.6,0.0,186.1,18.4,,12964,53.649444,-6.542222
32383504,8,35,47,18,5.1,4.73,90.7,1.0,8.2,13.2,131.4,23.0,,12966,53.5275,-6.493889
32382340,19,17,39,44,5.47,4.63,18.3,0.0,1.9,0.0,34.3,10.1,,5870,43.29558,-3.39001
32382312,26,25,52,23,7.67,7.3,21.5,531.0,2.2,35.2,180.2,18.2,,5840,43.04742,-3.33297
32382250,11,47,45,8,7.63,7.42,33.3,162.0,2.9,0.0,476.2,16.6,high electrical conductivity,6198,42.49745,-3.20865
32382088,32,4,14,81,6.59,6.05,7.2,0.0,0.7,0.0,59.8,5.6,,24036,41.05812,-2.89796
32382082,34,12,31,57,6.98,6.44,36.1,3.0,1.8,0.0,169.6,13.6,,24010,41.00472,-2.88685
32382024,23,14,28,58,8.15,7.55,15.9,352.0,1.2,15.3,209.2,12.4,,24146,40.48853,-2.78055
32381944,18,31,38,31,8.11,7.52,19.4,455.0,1.6,27.5,540.8,18.0,,4632,39.77579,-2.63782
32363508,4,39,46,15,6.24,5.63,29.9,1.0,3.5,23.5,67.7,26.5,,12967,53.558333,-6.536944
32363494,7,37,44,19,5.21,4.76,74.0,0.0,7.5,25.5,309.8,21.3,,12970,53.436389,-6.488889
32363472,47,0,0,0,5.35,4.37,300.4,2.0,16.3,24.3,246.5,45.3,many stones,13042,53.244444,-6.413611
32362346,7,21,47,32,4.74,4.11,24.6,0.0,1.8,0.0,24.6,6.3,,5815,43.34561,-3.42677
32362292,12,20,29,51,8.29,7.48,11.2,65.0,1.2,0.0,108.7,17.7,,5857,42.86684,-3.31667
32362284,8,21,52,26,8.21,7.38,13.1,585.0,1.2,28.4,118.8,13.9,,6205,42.79592,-3.30053
32362256,3,42,54,4,8.43,7.57,16.5,209.0,1.8,25.7,682.3,28.7,,6201,42.54753,-3.24455
32362252,8,48,48,4,7.9,7.5,26.8,121.0,2.7,33.5,596.1,36.9,,6199,42.51203,-3.2366
32361996,7,28,31,41,7.98,7.45,7.2,236.0,0.9,17.2,340.3,16.4,,4600,40.23615,-2.75327
32361968,11,30,37,33,8.32,7.53,13.8,507.0,0.9,12.2,311.9,14.8,,4625,39.98668,-2.70324
32361928,11,39,41,20,8.37,7.57,10.3,505.0,1.0,10.6,218.6,25.2,,4335,39.63012,-2.63274
32361906,4,5,4,91,8.17,7.59,1.0,17.0,0.3,0.0,108.2,4.7,,4340,39.43392,-2.5944
32361896,15,19,13,68,8.09,7.7,6.6,41.0,0.7,0.0,295.1,13.3,,4324,39.34472,-2.57709
32361888,16,16,23,61,8.09,7.57,1.0,343.0,0.8,16.1,221.1,12.3,,4322,39.27336,-2.56328
32361874,19,21,45,33,8.07,7.52,18.1,280.0,1.8,0.0,345.7,23.0,,4109,39.14842,-2.53922
32361860,30,27,38,35,8.08,7.39,17.3,521.0,1.2,16.5,478.3,14.6,,4094,39.02347,-2.51529
32343556,17,14,33,53,7.6,7.06,30.4,549.0,2.3,157.3,340.9,18.1,,12958,53.9725,-6.735
32343538,4,51,40,10,5.98,5.55,139.4,1.0,12.5,15.3,144.3,92.2,,12954,53.815556,-6.671667
32343466,22,13,27,60,4.22,3.64,73.6,1.0,6.4,130.5,325.5,10.2,,13002,53.186111,-6.429444
32342344,16,25,42,32,4.37,3.8,34.6,1.0,2.0,0.0,46.5,9.3,,5871,43.32464,-3.44702
32342304,48,45,36,19,7.74,7.33,23.0,242.0,2.5,44.6,364.2,37.3,,5844,42.97006,-3.36502
32342286,12,29,49,22,7.84,7.28,16.2,583.0,1.4,21.4,104.1,17.7,,6204,42.81046,-3.32865
32342242,7,42,51,6,8.37,7.58,17.8,375.0,1.6,25.3,0.0,21.2,,6189,42.42013,-3.24072
32342152,10,12,26,62,7.96,7.32,7.9,9.0,0.7,18.7,156.4,7.3,,4838,41.62094,-3.06566
32342074,19,25,38,37,8.38,7.53,2.3,237.0,0.6,0.0,234.3,14.5,,24014,40.92743,-2.91883
32341990,4,35,28,36,8.25,7.6,9.4,192.0,0.9,0.0,366.5,18.1,,4601,40.17965,-2.76563
32341984,12,3,53,44,7.37,7.22,5.4,87.0,0.8,0.0,96.6,3.8,,4602,40.12621,-2.75483
32341900,9,23,27,50,8.07,7.6,9.6,108.0,0.8,28.4,451.3,17.4,,4325,39.37746,-2.60685
32341890,5,26,35,38,8.05,7.55,10.6,407.0,1.0,53.8,496.6,15.9,,4323,39.28821,-2.58955
32341872,32,23,45,32,7.82,7.27,13.2,321.0,1.3,18.6,263.3,21.1,,4113,39.1276,-2.55857
32341858,35,27,40,33,8.24,7.55,11.1,452.0,1.4,19.4,546.4,21.4,,4118,39.0026,-2.53461
32323650,20,8,32,60,4.9,4.42,140.6,0.0,6.8,30.7,103.9,21.7,,22319,54.786111,-7.107222
32323638,58,12,32,57,6.91,6.65,75.6,58.0,6.1,16.0,138.1,30.1,many stones,21615,54.681667,-7.062778
32323452,21,5,12,83,4.26,3.13,102.7,2.0,4.3,19.6,34.3,12.3,,13013,53.059444,-6.407778
32322346,6,7,31,62,7.75,7.36,64.0,320.0,3.1,0.0,38.5,15.9,,5814,43.33913,-3.47529
32322306,27,63,25,12,7.27,7.12,79.3,131.0,7.5,0.0,660.6,64.4,,5845,42.98525,-3.39449
32322300,27,26,53,21,8.04,7.45,66.3,253.0,1.2,0.0,89.4,16.8,,5843,42.93141,-3.381
32322252,6,3,62,35,7.61,7.52,11.5,90.0,1.1,0.0,58.1,5.8,,6196,42.5057,-3.28456
32322072,37,27,49,24,7.92,7.41,51.9,353.0,3.9,0.0,238.4,28.9,,24053,40.90709,-2.93691
32322030,23,47,36,17,8.2,7.53,16.3,49.0,1.8,32.6,432.0,37.3,,24145,40.5328,-2.86125
32321928,6,2,75,24,7.6,7.38,5.7,218.0,1.5,0.0,455.2,11.8,,4334,39.62411,-2.67861
32321874,32,23,38,39,8.17,7.45,13.1,461.0,1.0,0.0,188.4,19.1,,4110,39.14246,-2.584781
32321820,6,27,24,48,7.84,7.34,10.5,55.0,1.0,11.5,721.5,15.3,,4100,38.6604,-2.49284
32321640,20,11,36,53,7.56,7.28,10.9,118.0,1.0,0.0,114.0,3.0,,3713,37.05057,-2.19943
32302314,42,27,45,29,7.63,7.29,49.6,583.0,5.0,42.7,244.4,28.5,many stones,5841,43.05233,-3.43376
32302308,10,12,22,66,6.73,5.96,11.8,0.0,1.1,13.3,92.0,7.8,,5846,42.99915,-3.42151
32302286,5,12,33,55,5.72,5.16,29.3,1.0,1.9,0.0,80.1,11.4,,6203,42.80401,-3.37683
32302272,3,7,12,80,7.74,7.24,4.1,48.0,0.5,0.0,57.7,3.8,,6236,42.67993,-3.34863
32302268,10,36,41,23,8.06,7.38,15.4,225.0,1.7,45.2,339.9,22.4,,6208,42.64446,-3.34056
32302254,16,40,49,11,7.64,7.36,13.7,417.0,1.2,0.0,185.7,13.3,,6195,42.52026,-3.31252
32302160,16,31,11,58,7.91,7.12,3.7,3.0,0.6,0.0,188.2,11.6,,4839,41.68576,-3.12829
32302080,40,9,29,62,8.05,7.48,58.3,0.0,2.0,0.0,148.3,14.2,,24015,40.97465,-2.97681
32302008,39,15,26,59,7.83,7.41,37.4,455.0,2.4,0.0,242.9,14.3,,24033,40.33387,-2.84442
32301972,6,25,27,48,7.41,7.08,8.7,3.0,1.0,33.0,279.0,20.5,,4613,40.01323,-2.77958
32301918,13,23,44,33,8.04,7.38,11.5,581.0,1.1,16.3,170.0,16.2,,4338,39.53194,-2.68401
32301864,29,24,42,34,7.97,7.29,18.8,553.0,1.5,0.0,335.3,20.1,,4137,39.05024,-2.59036
32283702,3,0,0,0,4.12,3.43,481.7,1.0,16.5,12.9,96.1,26.7,,12797,55.228889,-7.358333
32283562,13,28,40,32,6.1,5.27,178.5,9.0,12.7,78.3,891.5,38.0,,12959,54.012222,-6.845833
32283392,30,26,29,45,7.04,6.72,44.6,14.0,4.0,37.8,125.4,22.0,,13118,52.531667,-6.26
32282330,17,13,44,43,4.61,3.65,62.0,0.0,3.5,29.8,116.9,10.2,,5864,43.19091,-3.49081
32282302,12,30,47,24,7.36,7.04,48.2,190.0,3.1,0.0,77.1,20.1,,5879,42.94274,-3.43342
32282294,16,35,28,37,6.99,6.61,82.0,7.0,4.9,0.0,176.7,35.4,,5833,42.87182,-3.4171
